Giuda Tallarico
Aureliano Staffieri
Birino Vicini
Querano Petrucci
Sante Principato
Auro Feleppa
Eutalio Bortot
Aratone Cocco
Orso Curreli
Orlando Franceschi
Moreno Di Nardo
Celso Rampazzo
Cirino Maresca
Lieto Chiavacci
Geminiano Battistini
Salomone Solinas
Napoleone Correale
Sisto Farina
Cipriano Menconi
Enzo Giusti
Melchiade Rallo
Alfonso Toto
Leonzio D'Orazio
Aniello Cordioli
Omero Zambon
Alano Costanzo
Almerigo Ricciardi
Prospero Caiazzo
Cosimo Santangelo
Proteo Montalbano
Astianatte Franceschini
Amerigo Sepe
Tarso Doronzo
Tiziano Betti
Vinfrido Mattia
Leonzio Frasca
Cassiano Ratti
Nostriano De Napoli
Sigfrido Elia
Isacco Picco
Illuminato Calabria
Canziano Poggi
Furio Salamone
Stanislao Milazzo
Bonaventura Biagi
Prospero Merli
Verulo Caretti
Nicea Pierini
Zenaide Montalto
Rolando Simula
Berengario Bernardi
Sabazio Carrara
Zeno Lo Piccolo
Leonardo Rotundo
Metrofane Stella
Valente Lentini
Simeone Grasso
Bruno Maggi
Primo Lucidi
Lidio Stefani
Donato Gigliotti
Gianmaria Longhi
Eligio Lo Pinto
Speranzio Pedroni
Aniceto Tanzi
Antero Pascarella
Plutarco Brunelli
Evaristo Moccia
Odidone Valsecchi
Barnaba Pastorino
Elmo Di Salvo
Eginardo Abate
Cosma Stanzione
Lucio Brunetti
Mercurio Dolce
Abramio Comito
Adrione Moccia
Vitale Gagliardi
Tosco Castiello
Marolo Di Cesare
Quinzio Francese
Gualberto Simone
Alcino Micheletti
Franco Puccio
Silverio Concas
Piero De Bona
Ambrogio Ascione
Romoaldo Ratti
Liberto Battista
Nicea De Marco
Arturo Simeoni
Michelangelo Sorce
Alcide Di Domenico
Garimberto Rosa
Ecclesio Ferrarotti
Genesio Favaro
Durante Volpi
Mauro Di Lorenzo
Asimodeo Callegari
Evaldo Raimondo
Terenzio Mercurio
Iorio Bodini
Gerardo Bozzi
Diomede Calafiore
Desiderio Olla
Raimondo Cola
Sabazio Di Paolo
Raimondo Ricci
Lodovico Castiglioni
Beronico Crescenzi
Remigio Zanetti
Eginardo Caputo
Algiso Consiglio
Minervino Tripodi
Nicola Gentile
Nicezio Maffei
Leo Pisu
Innocente Noto
Lauriano Accardi
Aristofane Gusmeroli
Claudio Piras
Alberico Gagliano
Teogene Rinaldi
Giustiniano Iannaccone
Galileo Santangelo
Gianluca Pacini
Orso Calì
Accursio Fusco
Apollo Mangano
Ivanoe Giovannini
Alano De Bonis
Bacco Tosi
Ludovico Marongiu
Attila Gamba
Fedele D'Onofrio
Ansovino Cusumano
Danilo Romaniello
Respicio Dominici
Tulliano Severino
Melanio Gravina
Edmondo Villa
Giove Garau
Michele Vicari
Ippocrate Buonomo
Ursmaro Massa
Fiorenziano Raneri
Duccio Picchi
Secondo Messana
Severino Rizzo
Glauco Delle Monache
Vitalico Natale
Giasone Sciacca
Sandro Manzi
Adelberto Siracusa
Eterie Siino
Ursino Angelucci
Ercole Cicatiello
Flaviano Carè
Ataleo Evola
Zenebio Petrone
Rainaldo Polese
Massimiliano Benvenuti
Esaù De Bonis
Cristaldo Loiacono
Arduino Pisciotta
Arialdo Alaimo
Ampelio Ambrosino
Maggiorino Sepe
Nostriano Sansone
Giobbe Passuello
Almiro Signorini
Vespasiano Santoro
Varo Iaria
Lanfranco Muratore
Bartolomeo Quarta
Daciano Dell'Amico
Nazario Giorgetti
Gianuario Nicastro
Asimodeo Cola
Elia Celentano
Osmondo Finocchiaro
Carponio Rosi
Aristofane Traini
Severino Polese
Fiorenziano Patti
Tizio Telesca
Vito Giunta
Colombo Camilli
Caino Casu
Tarcisio Polidori
Quasimodo Nicastro
Glauco Lo Iacono
Duilio Tomaselli
Amelio Mazzoni
Donatello Granata
Pupolo Orsini
Plinio Barillà
Adalardo Salatiello
Esaù Tufano
Eterie Cocco
Ambrogio Politi
Adeodato Rondinone
Eufemio Accurso
Medoro Curreli
Elita Pintus
Dionisio Megna
Vedasto Giannelli
Ansaldo Montesano
Giandomenico Simeoni
Leopoldo Rizzo
Zoilo Cerrani
Aureliano Marini
Ippocrate Caiazza
Uriele Pierini
Lidio Errante
Anselmo Ferro
Leonzio Bonini
Medardo Falcioni
Galeazzo Carlino
Renzo Bernabei
Sarbello Russo
Nicola Lanza
Volfango Re
Rinaldo Leopardi
Prudenzio Fuoco
Clodomiro La Monica
Everardo Tofani
Zaccaria Di Lecce
Erenia Fiorini
Nereo Pascali
Bindo D'Urso
Bonaventura Di Pietro
Attila Rallo
Plinio Staffieri
Sidonio Barbato
Elvezio Locatelli
Alceo Penzo
Annibale Baroni
Salomone De Maio
Duilio Ferrini
Spano Savoia
Geronzio Bianco
Sirio Luconi
Tesifonte Reale
Ermes Di Fiore
Saffo Masi
Abele Liverani
Famiano Morri
Ugolino Biggi
Lapo Ballarin
Alberto Latorre
Giacobbe Vita
Metrofane Patanè
Adelmo Bresciani
Lino Quaglia
Ruggero Ventimiglia
Zaccaria Mulas
Filiberto Cavallaro
Averardo Pagliai
Carmelo Neri
Valfredo Iacolare
Federico Castaldi
Bardomiano Schiavon
Patroclo Lecca
Ortensio Carrozzo
Beato Rollo
Decimo Palazzo
Landolfo Severi
Piergiorgio Malaspina
Nicodemo Bonomi
Leandro Criscione
Amone Tallarico
Elogio Barillà
Ampelio Righi
Doriano Cantagallo
Guiscardo Caccavo
Cantidio Fratti
Eginardo Zingaretti
Evandro Di Maria
Gherardo Pecorella
Cantidio Mangione
Iginio Leo
Gianpietro Labate
Gianpiero Montagna
Annibale Staffieri
Cupido Caracciolo
Reginaldo Manzella
Crocefisso Chessa
Illidio Silvestrini
Ippolito Carriero
Duccio Ercoli
Quintilio Ingrassia
Maiorico Vitiello
Gianpiero Oliveri
Romolo Mantovani
Damaso Renna
Severiano Matarazzo
Zaccheo Iacono
Bibiano Furno
Lieto Pennestrì
Marolo De Maria
Clodomiro Urso
Salustio Fava
Argimiro Fierro
Lavinio Torchio
Patroclo Sala
Piermarco Contu
Terenzio Fini
Archippo Caiazzo
Maffeo Tarantino
Rodolfo Manno
Mario Gatta
Gedeone Parise
Semplicio Pianigiani
Fernando Maresca
Coreno Corradi
Piero Duca
Brancaleone Di Costanzo
Ponzio Pavan
Amore Ippoliti
Apollinare Feliziani
Ugolino Gabrielli
Alcide Caterino
Girardo Sessa
Camillo Martines
Elita Cusumano
Sabele Calì
Bonaldo Masia
Gianmaria Di Benedetto
Umile Passuello
Semplicio Lucidi
Cesare Simeoni
Eliano Moser
Amatore Garofalo
Franco Mariotti
Sesto Medeot
Immacolato Torchia
Loreno Furno
Gregorio Barillà
Sesto Peluso
Aleramo Ferrarini
Agazio Abbate
Ulberto Degrassi
Benigno Chiaravalle
Milo Giannini
Lieto Masia
Zabedeo Vassallo
Antero Saba
Fidenzio Faraone
Genesio Franchi
Pasquale Fedele
Pompeo Astolfi
Ludano Sansone
Matteo Casella
Evaldo Vascotto
Vinfrido Schiavone
Gaglioffo Celi
Climaco Mattioli
Euclide Parente
Elpidio Salemme
Adrione Pantano
Euclide Ciani
Gillo Caggiano
Peleo Scardino
Piergiorgio Amendola
Adelgardo Grande
Apuleio Battisti
Sapiente Gandolfo
Demostene Celeste
Nicea Loiacono
Ottone Viale
Gianfranco Manfredi
Bernardo De Rosa
Gineto Pizzimenti
Iorio Bassi
Zaccheo Malavasi
Colmanno Lolli
Gianbattista Mignogna
Gillo Tallarico
Pericle Pompili
Cassio Criscione
Sostrato Bovolenta
Rosario Oliveri
Apollinare Ferretti
Pantaleo Borelli
Nicolò Castiglioni
Tito Martini
Aloisio Ancona
Giuliano Sansone
Teodoro Corrado
Pantaleo Di Benedetto
Lazzaro Cancelliere
Albano Vezzoli
Leone Mazzocchi
Marzio Violi
Rainaldo Balistreri
Gianfranco Pallotta
Fernando Sodano
Gerolamo Saccone
Giosuè Ferrigno
Evremondo Valentino
Melchiade Petito
Narciso Giacomelli
Adelfo Nocerino
Aristo Celli
Serviliano Pintus
Bellino Genovese
Azelio Marega
Gaspare Ercoli
Valfredo Lovato
Sabele Di Stefano
Adriano Corso
Matteo Fasano
Gillo Astolfi
Gaudenzio Siino
Tommaso Tammaro
Doroteo Montagna
Sesto Evangelisti
Pammachio Valenti
Gionata Falbo
Michelangelo Perotti
Zaccheo Catellani
Virone Cardini
Marco Caforio
Mercurio Callegari
Beniamino D'Alessandro
Eliodoro Licitra
Ansovino Riccobono
Leopardo Medici
Arrigo Manti
Alcibiade Cappello
Gautiero Flore
Ansaldo Spagnuolo
Abele Spagnolo
Arialdo Delle Monache
Erberto Rollo
Innocente Milan
Modesto Montalto
Gionata Gullì
Caino Affinito
Sisto Grassi
Terzo Tassinari
Adelberto Genchi
Emilio Daniele
Alceo Madonna
Amatore Salerno
Felice Cerri
Rodiano Forte
Solocone Torchio
Orso Sciacca
Moreno Serena
Antonio Masciandaro
Paride Montalbano
Ortensio Signorini
Renzo Briano
Querano Di Tommaso
Ilario Piana
Mauro Pacifico
Nicarete Rucco
Zabedeo Govoni
Gianluigi Belli
Quasimodo La Barbera
Ludano Tasso
Venusto Salvucci
Pacifico Riggio
Vivaldo Zani
Giuseppe Piga
Giambattista De Stefano
Ecclesio Dalmasso
Vidiano Sorce
Tarso Cataldi
Andrea Carlotti
Evaldo De Rossi
Gennaro Argiolas
Taziano Scano
Zoilo Passeri
Bonagiunta Perri
Amato De Carolis
Leopoldo Corti
Maffeo Serr
Deodato Corso
Fausto Pompei
Gianuario Pisani
Iginio Mariotti
Zenobio Schiavon
Misaele Sorce
Desiderio Rosati
Franco Murru
Gaudenzio Cataldo
Vincenzo Bonomo
Quintilio Nobile
Isacco Tortora
Vivaldo Faraone
Albano Brigandì
Benedetto Molinari
Danio Capriotti
Siro Valentino
Amore Denaro
Alighiero Pascarella
Valeriano Faraci
Glauco Giraudo
Casto Farin
Bardo Ruggiero
Loris Pisani
Melchiade Zappia
Mirocleto Visconti
Colmazio Tolomeo
Eberardo Moretto
Basileo Perrotta
Frido Favre
Endrigo Ferraro
Calogero Gatta
Uranio Scalzo
Amintore Alaimo
Bortolo Dominici
Ivo Valli
Ugo Fini
Gianmarco Gambino
Ermenegildo Abbrescia
Pompeo Simula
Agenore Di Paola
Massimiliano Cortese
Gualberto Bruno
Vezio Sciacca
Vodingo Fioretti
Sebastiano Sammartano
Bertolfo Miceli
Elita Dutto
Alarico Contu
Casimiro Paladini
Baldomero Corso
Torquato Ballarin
Marciano Raimondo
Grato Biagi
Venerando Pugliese
Saffiro Diana
Emanuele Papini
Clodoveo Montemurro
Eraldo D'Alessandro
Quintilio Sardella
Tiburzio Passero
Giancarlo Monteleone
Valfrido Petrini
Elpidio Zaccaro
Pupolo Rondinone
Giotto Giusti
Attilano Salzano
Cristiano Pisani
Gabriele Cassano
Semplicio Milazzo
Cleandro Iuliano
Brancaleone Totaro
Gualberto Accardo
Adalberto Di Maio
Moreno Polidori
Siricio Nobili
Salustio Sarti
Noè Barretta
Illuminato Cioni
Aldobrando Lodi
Alcibiade Sabino
Carmine Cerrani
Cupido Bozzi
Gavino Cavallari
Cristaldo Ambrosino
Magno Milella
Algiso Coviello
Ivano Accardo
Pacifico Bianco
Catullo Innocenti
Germano Telesca
Adalrico Marziali
Namazio Zuliani
Rocco Campo
Alcide Palombi
Antioco Trapani
Aniceto Babini
Abbondio Marrone
Odorico Paolillo
Sesto Boscolo
Olimpio Giunta
Maurilio Lo Pinto
Gianluigi Frezza
Aristarco Olla
Raide Saracino
Crispino Costanzo
Giordano Stella
Venerio Silenzi
Icilio Proietti
Antelmo Bonanno
Lieto Di Pede
Galeazzo Prete
Francesco Palmieri
Diego Cusimano
Amos Patti
Socrate Cini
Iacopo Brogi
Carponio Salemme
Giove Di Francesco
Porfirio Ferraro
Lazzaro Anselmi
Enrico Ferrero
Pierangelo Guerra
Battista Santi
Donato Gentili
Bonavita Tarantino
Orlando Argento
Teobaldo Saba
Asterio Gigli
Ildebrando Bressan
Auberto Spiga
Alfio Barberi
Terenzio Passero
Velio Monticelli
Lisandro Fini
Aloisio Petrella
Gionata Di Mauro
Giulio Cardia
Nestore Zollo
Saverio Mulè
Arnaldo Ceccarelli
Gianmario Marchetto
Mirko Di Pede
Leone Di Grezia
Cosimo Paladini
Mosè Papapietro
Edilberto Simoncelli
Lapo Virgilio
Platone Marsili
Sarbello Montesano
Telemaco Giacalone
Alcide Romani
Ascanio Panetta
Vedasto Frasca
Tranquillo Scarpellini
Quintiliano Napoli
Bruno Salemi
Turi Curreli
Niniano Pucci
Luciano Bonetti
Sostrato Urbano
Tiziano De Giorgio
Gosto Fasano
Iacopone Perna
Remo Di Dio
Clinio Izzo
Ulstano Mariotti
Iacopo Martino
Dionisio Capponi
Silverio Semprini
Antioco Savoca
Ulisse Grassi
Ulpiano Cappelli
Lamberto Monteleone
Laurentino Filipponi
Lidio Soldati
Agostino Corrado
Nicarete Sforza
Orazio Fanelli
Vespasiano Morandi
Barbarigo Valenza
Ladislao Martellucci
Dante Simeoni
Fermiano Toti
Livino Morra
Ariele Ermini
Oderico Catania
Quinziano Polizzi
Barnaba Addari
Severiano Mosti
Amato Caccamo
Gianmario Tiano
Gianfranco Tomaselli
Bindo Cozzi
Rufo Cusumano
Giacobbe Bonini
Adelgardo Bresciani
Valerio Cozzolino
Diocleziano Artioli
Lazzaro Finotti
Mennone Gigliotti
Gaudenzio Agnello
Alceste Cataldi
Durante Cerutti
Eginardo Santarsia
Bonaventura Cipollaro
Umberto Verme
Romolo Palombo
Emiliano Mangione
Arduino Di Paola
Callisto Valsecchi
Attilano Loi
Adelardo Scano
Remondo Bodini
Uberto Costanza
Apuleio Colangelo
Verenzio Marangon
Elogio Sabia
Tussio Andreoli
Antino Campanella
Amabile Sartor
Tullio Mascolo
Baldomero Ingrassia
Giove Perotti
Erardo Trevisan
Lapo Barletta
Gosto Girone
Algiso Cusimano
Beniamino Sucera
Alfonso Benatti
Zeno Tonini
Evidio Tiberti
Armando Carella
Gaetano Sabino
Uriele Giustra
Taddeo Agnello
Piersilvio Coppola
Gosto Bellotti
Piero Balboni
Maffeo Caiazza
Osmondo Gigli
Cirano Pappalardo
Amatore Masciandaro
Ferdinando Loreto
Clinio Caccavo
Vittore Pirrello
Gentile Petrarca
Zetico Giampaolo
Ricario Di Giovanni
Ottaviano Lo Bianco
Rolfo Cilli
Amaranto Capponi
Secondo Quaglia
Semplicio Sebastiani
Procopio Bordoni
Salomone Marcello
Amanzio Diamanti
Antonio Gullì
Radolfo Iandolo
Gianmaria Corradi
Vezio Di Vita
Geronzio Marzi
Liberato Alessandrini
Guido Campisi
Silverio Strano
Accursio Melandri
Cataldo Crispino
Giulio Giovannini
Folco Pozzo
Turi Sammartino
Evandro Argiolas
Ludano Zappacosta
Attila Pasquali
Amerigo Colangelo
Geronimo Nappi
Arnaldo Mereu
Adelmo Scaglione
Chiaffredo Celeste
Nazzareno Anelli
Vinicio Natali
Alboino Franchi
Acilio Piccolo
Turibio Angeloni
Porfirio Iacolare
Gesualdo Landi
Sostene Caruso
Innocente Ligorio
Graciliano Serafini
Priamo Pastorino
Mancio Marconi
Marolo Di Tommaso
Annibale Vitale
Monaldo Petralia
Gordiano Sassi
Argo Pugliese
Flaviano Pirone
Quarto Di Maio
Illuminato Campanini
Coriolano Galli
Urbano Barone
Platone Elia
Bino Pili
Secondo Cappiello
Adelchi Cimmino
Gino Cossu
Torquato Brumat
Gianuario Pandolfi
Erasmo Fiorillo
Alceste Da Rold
Eraclide Grillo
Ciriaco Picchi
Libero Ottaviani
Benito Fabbri
Euseo Calò
Colombo Cuzzocrea
Antelmo Marcovecchio
Tommaso Pichler
Flaviano Benini
Archippo Pesaresi
Sempronio Mordenti
Ildebrando Novello
Evremondo Meo
Osvaldo De Lucia
Lapo Bonelli
Galileo Ottaviani
Desiderio Casadio
Olindo Perotti
Grato Angeloni
Oronzo Bacci
Liberato Mazzarella
Tristano Alfano
Ugo Montagna
Rocco Stabile
Albino Napolitano
Vidone Chirico
Senofonte Frasca
Virginio Dragoni
Giovanni Pignatelli
Erardo Cristofaro
Elita Bellini
Amabile Negri
Michele Scalise
Proteo Randazzo
Pasquale Di Gregorio
Valerico Baraldi
Berardo Milano
Fabiano Agresta
Leopardo Gianni
Pollione Satta
Pantaleo Monaci
Amato Ragone
Euclide Moroni
Verenzio Micheletti
Procopio Serr
Gregorio Mulè
Ulrico Raneri
Giona Gaudiano
Manetto Simula
Asterio Piga
Empirio Di Iorio
Immacolato Bresciani
Vezio Conte
Spano Sammartino
Grimaldo Martucci
Ulberto Torchio
Elifio Santarossa
Gallicano Olivieri
Publio Bordoni
Fabio Corrado
Verenzio Castaldi
Libero Pesce
Gabino Pierro
Rinaldo Di Franco
Elvino Guidi
Massimo Coppola
Guiberto Santoni
Marolo Betti
Tancredi Arena
Dionisio Lentini
Manuele Maffei
Lorenzo Scherini
Ulstano Angeletti
Minervino Borghi
Ivone Medugno
Ariberto Merola
Lautone Cherchi
Evandro Schiavon
Abenzio Monti
Cassio Cangiano
Maurilio Tosi
Prospero Bertelli
Fulvio Traini
Muziano Vizziello
Ramiro Castiello
Tristano Marconi
Adalberto Proietti
Concetto Patriarca
Algiso Viscò
Olimpio Passeri
Saturniano Giorgio
Cremenzio Galeazzi
Evodio Tretola
Adelmo Brignone
Durante Petralia
Sesto Criscenti
Pancario Palladino
Egisto Mazzoni
Edoardo Corradi
Democrito Simonetti
Vittorio Andreoli
Gumesindo Caserta
Elio Azara
Pacomio Luchetti
Floriano Furno
Ildebrando Fornara
Aimone Tesi
Flavio Amoroso
Sisto Soccorsi
Venusto Martucci
Natale Guarnieri
Giacomo Gaudiano
Gianuario Bernardini
Icilio La Monica
Addo Paladini
Settimo Bini
Giacomo Siciliano
Ponziano Mannino
Manfredo Filice
Malco Raniolo
Barnaba Filipponi
Ennio Gianni
Roberto Pacini
Vitalico Pozzi
Erminio Laganà
Remondo Canova
Sico Fabiano
Gautiero Di Gregorio
Clarenzio Geraci
Leone Franzè
Aidano Carrus
Carlo Tumino
Adamo Pappalardo
Orio Di Fazio
Arrigo Pompei
Gildo Falchi
Andrea Alberti
Vezio Furno
Niniano Di Giuseppe
Antonello Cocco
Gonzaga Visconti
Rolando Franco
Mancio Pizzimenti
Gioventino Burgio
Pacomio Paolillo
Arialdo Miotto
Sempronio Leonardi
Luciano Semeraro
Sabazio Iuliano
Giotto De Bonis
Stiriaco Mazzocchi
Leandro Mistretta
Giancarlo Benvenuti
Arrigo Nanni
Ermilo Barretta
Temistocle Ambrosini
Guido Zucca
Evasio Morini
Placido Barile
Adelchi Nigro
Germano Padovan
Ansovino Lori
Saturnino Zambuto
Walter Angelini
Anacleto Falcone
Silvio Salvi
Pio Lisi
Maurilio Gruber
Remo Cerutti
Crescente Petrella
Ercolano Caccavo
Neri Matta
Divo Angelini
Eterie Marcelli
Filomeno Ambrosini
Amato Palombo
Coriolano Manicone
Azelio Cosentino
Romolo Bisio
Astianatte Tolu
Moreno Franceschini
Bino Molinari
Bonifacio Tofani
Tosco Vezzoli
Ercole Sasso
Benvenuto Saladino
Elpidio Battaglia
Fuscolo Ciaccio
Lazzaro Surace
Vitalico Cola
Valeriano Sini
Francesco Borrelli
Ludano Morrone
Marcello Bernabei
Gordiano Redaelli
Caino Gervasi
Germano Cioni
Michele Atzori
Giotto Sacchi
Evremondo Degano
Menardo Salvatori
Ezechiele Bentivoglio
Uguccione Strano
Nestore Lugli
Cuniberto Argiolas
Melezio Medeot
Oreste Petrelli
Vivaldo Palombo
Emmerico De Lucia
Erminio Dolci
Ludovico Ferrara
Barsaba Pandolfi
Pupolo Zullo
Bellino Aloi
Settimo Ridolfi
Tarso Farina
Fazio Consiglio
Arcibaldo Milani
Giuda Campana
Eterie Chessa
Corrado Passarelli
Quasimodo Foti
Narciso Giraudo
Empirio Ippoliti
Tesifonte Novelli
Liberato Migliaccio
Ansovino Longhi
Oderico Lotti
Venerando Pompei
Michele Salvucci
Adeodato Evangelisti
Magno Moser
Vindonio Bianco
Marciano Bernardini
Alfredo Cacciapuoti
Primo Camilli
Famiano Di Fazio
Benvenuto Capponi
Geronzio Chiodi
Laurentino Macaluso
Leo Albano
Pupolo Bevilacqua
Rolfo Gulino
Adelgardo Addari
Pusicio Mancino
Amanzio Foschi
Secondo Buzzi
Sostene Catania
Acilio Citro
Aristide Malagoli
Vittore Sannino
Federico Cassano
Frido De Cicco
Placido Spina
Italo Teresi
Menardo Cirillo
Antonello Campanile
Attila Tarantino
Rufo Palombo
Sesto Mazzotta
Eraldo Kofler
Gioacchino Serpa
Napoleone Ferluga
Sante Montalbano
Ercole Giraudo
Floriano Marsella
Desiderato Roberti
Barbarigo Turco
Emanuele Sinopoli
Evaldo Alivernini
Fabiano Pellegrini
Laurentino Colantuono
Glauco Gatto
Soccorso Vannini
Agrippa Labate
Tesifonte Toldo
Nico Piccinini
Stefano Marinucci
Vulmaro Menconi
Aratone Fiorelli
Vladimiro Bertini
Raffaele Savini
Lazzaro De Feo
Giovenzio Campus
Emmerico Zanetti
Adelmo Iotti
Bonavita Golinelli
Abbondio Parise
Ricario Orefice
Virginio Merlo
Aristarco Ippolito
Metello Carriero
Beronico Cecchini
Acrisio Zani
Edgardo Colella
Spartaco Bentivoglio
Geronimo Cecere
Eraclide Del Bianco
Publio Impellizzeri
Ursmaro Tornatore
Evidio Petito
Bonifacio Piscopo
Tristano Saracino
Ferruccio Bionaz
Gino Diamanti
Vasco Di Paola
Goffredo Salvatore
Lisandro Tataranni
Cremenzio Surace
Valentino Cremona
Federico Gazzola
Gionata Vailati
Severiano Luchetti
Noè Santarsia
Riccardo Marone
Damocle Pellicanò
Niceforo Sevi
Abaco Mattia
Siro Gazzola
Giobbe Luconi
Ercolano Calì
Afro Porcu
Aladino Luise
Regolo Salvadori
Nino Bove
Gaetano Asaro
Leonida Ridolfi
Simone Serafino
Melchiorre Durante
Grato Mangione
Ruggero Masucci
Auberto Surace
Quintilio Pagano
Aniceto Greppi
Attila Doronzo
Filiberto Inzerillo
Vittorio Perrone
Stefano Saccone
Luca Spadafora
Vladimiro Bellini
Daciano Romano
Baldovino Tilotta
Abbondanzio Lorusso
Generoso Murtas
Glauco Lori
Oliviero Vizziello
Raimondo Di Maro
Giocondo Pili
Illidio Milazzo
Radolfo D'Avino
Aureliano Conte
Pupolo Sartori
Adone Manna
Pietro Liverani
Amintore Parisi
Ennio Cipriani
Gottardo Giampaoli
Carmelo Epifani
Piersilvio Petrini
Onofrio Falcone
Iacopone Chiodi
Quintino Lo Giudice
Quintino Furlan
Baldassarre Blasi
Riccardo Volpi
Santo Di Ciocco
Fulvio Ridolfi
Fernando Cossu
Uguccione Barbarossa
Letterio Santucci
Tibaldo Pasqua
Climaco Govoni
Timoteo Messana
Gosto Cellini
Ulstano Di Sarno
Adelberto Marinucci
Valter Celentano
Onesto Flore
Leo Cremonesi
Vittoriano Napoli
Adalberto Marano
Dodato Puddu
Ovidio Di Franco
Pierangelo Falcioni
Igino Carnevale
Michele Catellani
Romeo Locatelli
Terzo D'Orazio
Iginio Zago
Renato Tosi
Caronte Petrelli
Ernesto Arena
Osmondo Fava
Stefano Moretto
Ippocrate Angeloni
Amintore Panico
Guido Di Matteo
Adriano Muratore
Gianpiero Paladini
Manuele Panico
Antimo Fusaro
Deodato De Maria
Crespignano Ierardi
Livino Camilli
Golia Sabino
Argimiro Cipriano
Mennone Di Giacomo
Pericle Belvisi
Alighiero Grilli
Enea Inzerillo
Magno Brizzi
Peleo Salamone
Galdino Di Dio
Neoterio De Gregorio
Oscar Tasso
Tesauro Addis
Giordano Santangelo
Audace Marinucci
Bruto Di Giuseppe
Saul Pellegrino
Antonio Salvadori
Grato Torri
Aristotele Rondoni
Ursicio Saladino
Rutilo Ciotti
Concetto Cerrato
Pantaleone Cremonesi
Dario Berto
Salvatore Di Giuseppe
Costante Micco
Tulliano Pariggiano
Michele De Cristofaro
Priamo Valli
Vivaldo Montalto
Fosco Furlan
Manfredo Di Battista
Ildefonso Fortunato
Velio Amabile
Cirillo Luchetti
Gervasio Lombardi
Ulstano Di Michele
Eustorgio Falzone
Martino Giaccio
Didimo Serpa
Baldassarre Ciuffreda
Antimo Pompilio
Amaranto Ventimiglia
Narsete Poggi
Quinzio Garavaglia
Basilio Fanara
Italo Greppi
Marolo Salemi
Sesto Rogolino
Aristofane Polito
Enrico Govoni
Amilcare Lugli
Barnaba Sforza
Edmondo Brogi
Gaudino Terzo
Sarbello Di Lecce
Benedetto Pierini
Secondo Pircher
Fulvio Mazzeo
Saturniano Mazzotta
Menardo Simeti
Almiro Bartolini
Elogio Blanc
Melezio Bonato
Simone Loi
Gianpietro Minniti
Rosario Grasso
Colombano Tumino
Bertoldo Scocco
Vittorio Spadoni
Augusto Bono
Walter Zambuto
Vito Deriu
Guiberto Angelucci
Carmine Cozzani
Delfino Baroni
Teodoro Piazza
Plutarco Carella
Tommaso Angelucci
Lautone Paolini
Lisandro Lonardi
Adalfredo Graziani
Innocente D'Elia
Loreno Caricari
Edoardo Barresi
Danio Tassone
Deodato Simone
Giambattista Suriano
Innocenzo Fischetti
Gino Vaccaro
Luca Ragusa
Settimio Bergamini
Terenzio Zollo
Aureliano Palermo
Benigno Gallo
Antonio Bartolucci
Iorio Coviello
Romero Tiozzo
Famiano Milella
Sirio Marras
Adalgiso Virgilio
Tammaro Toto
Ottone Festa
Eraclide Cacciapuoti
Calcedonio Salzano
Acilio Lopez
Prudenzio Todaro
Pierangelo Cherchi
Ivanoe Amerio
Bruto De Maria
Oscar Bacci
Cleandro Giuliani
Isidoro Santarsiero
Dagoberto Caricari
Gervasio De Chiara
Macario Greco
Uranio Rapisarda
Gioventino Giannone
Diocleziano Del Vecchio
Ranolfo Nieddu
Pompeo Crevatin
Arcibaldo Costanza
Iago Abbrescia
Ernesto Maio
Donatello Cocco
Germano Mazzeo
Valtena Meli
Neri Parisi
Pomponio Ambrosini
Leo Albano
Michelangelo Pisu
Eros Pisciotta
Benedetto Ruggieri
Giorgio Babini
Erasmo Lo Bianco
Furseo Filippi
Rufino Del Gaudio
Gianluigi Lazzarini
Danilo Castellana
Giosuè Capriotti
Aciscolo Liguori
Anselmo Secci
Gennaro Lucarini
Zaccaria Maiello
Carlo Rodigari
Tosco Caruso
Erenia Visconti
Diego Cerrani
Eufebio Longobardi
Aldobrando Quinto
Adriano Vitale
Gaudenzio Zaccaria
Cupido Damiano
Gianuario Bassani
Pusicio De Marco
Aristide Di Francesco
Manlio Mazza
Mennone Pierini
Gustavo Iodice
Paciano Perra
Vincenzo Bindi
Loris Cannella
Moreno Vaccaro
Demostene Di Bari
Vidone Anelli
Nazzareno Lanteri
Eusebio Palazzo
Macario Martellucci
Medardo Molteni
Enecone Carvelli
Elvino Tofani
Edmondo Latini
Dodato Orrù
Mariano Capraro
Riccardo Amabile
Ottaviano Maffei
Chiaffredo Fiorucci
Emilio Curcio
Noè Sanna
Gosto Malagoli
Leonzio Iannaccone
Vivaldo Gandolfo
Ulderico Saracino
Carlo Madonna
Alceo Mazzarella
Malco Carraro
Settimio Gatto
Asimodeo Addari
Cipriano Borghi
Girardo Simeoli
Zenobio Pica
Amore Virgilio
Luca Forlani
Vinebaldo Stigliano
Amleto Cammisa
Abaco Pece
Giasone Ostuni
Romeo Santarelli
Zenone Rocca
Elmo Marinucci
Vitalico Mosti
Remondo Tamburini
Neoterio Saccone
Ortensio Porcu
Calogero Sacco
Adalberto Germani
Ascanio Giardini
Modesto Molteni
Donato Gargiulo
Teobaldo Fabris
Aristotele Labate
Cosma Casavecchia
Polidoro Ruggieri
Sostene Sarti
Uriele Sasso
Baldomero Ciuffreda
Omar Rosa
